time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1938-06-16T02:15:18.540Z,27.659,129.476,20,7.6,mw,,,,,iscgem,iscgem902539,2022-04-25T20:55:17.139Z,"78 km S of Naze, Japan",earthquake,,8.8,0.53,,reviewed,iscgem,iscgem
1938-06-10T09:53:43.600Z,25.125,125.308,20,7.66,mw,,,,,iscgem,iscgem902525,2022-04-25T20:55:04.419Z,"35 km N of Hirara, Japan",earthquake,,4.6,0.34,,reviewed,iscgem,iscgem
1938-05-23T07:18:30.500Z,36.534,141.459,15,7.7,mw,,,,,iscgem,iscgem902498,2022-04-25T20:54:40.083Z,"69 km ESE of Kitaibaraki, Japan",earthquake,,7.7,0.3,,reviewed,iscgem,iscgem
1938-02-01T19:04:22.000Z,-5.045,131.614,25,8.5,mw,,,,,official,official19380201190422_30,2022-04-25T20:52:42.236Z,"141 km WNW of Tual, Indonesia",earthquake,,,,,automatic,iscgem,official
1936-04-01T02:09:27.540Z,4.264,126.379,35,7.75,mw,,,,,iscgem,iscgem903538,2022-04-25T21:21:22.654Z,"161 km SE of Sarangani, Philippines",earthquake,,6.7,0.32,,reviewed,iscgem,iscgem
1934-07-18T19:40:20.150Z,-11.818,166.413,10,7.7,mw,,,,,iscgem,iscgem905046,2022-04-25T21:46:16.829Z,"138 km SSE of Lata, Solomon Islands",earthquake,,3.9,0.4,,reviewed,iscgem,iscgem
1934-07-18T01:36:31.380Z,7.853,-82.513,30,7.5,mw,,,,,iscgem,iscgem905037,2022-04-25T21:46:03.240Z,"44 km ESE of Burica, Panama",earthquake,,14.4,0.4,,reviewed,iscgem,iscgem
1934-02-24T06:23:48.560Z,23.105,144.009,35,7.5,mw,,,,,iscgem,iscgem904813,2022-04-25T21:42:49.790Z,"Volcano Islands, Japan region",earthquake,,13.6,0.2,,reviewed,iscgem,iscgem
1933-03-02T17:31:00.000Z,39.209,144.59,15,8.4,mw,,,,,official,official19330302173100_30,2022-04-25T21:51:57.876Z,"1933 Sanriku (Sanriku-oki) Earthquake, Japan",earthquake,,,,,automatic,iscgem,official
1932-05-14T13:11:03.840Z,0.386,125.884,15,7.7,mw,,,,,iscgem,iscgem906146,2022-04-25T22:04:12.558Z,"148 km SE of Tondano, Indonesia",earthquake,,5.2,0.4,,reviewed,iscgem,iscgem
1931-11-02T10:03:04.230Z,31.884,132.043,35,7.93,mw,,,,,iscgem,iscgem907108,2022-04-25T22:23:52.223Z,"58 km ESE of Takanabe, Japan",earthquake,,7.8,0.33,,reviewed,iscgem,iscgem
1931-10-10T00:19:57.860Z,-9.734,161.151,15,7.84,mw,,,,,iscgem,iscgem907065,2022-04-25T22:23:00.902Z,"116 km NW of Kirakira, Solomon Islands",earthquake,,37.8,0.56,,reviewed,iscgem,iscgem
1931-10-03T19:13:21.880Z,-11.118,161.195,15,7.83,mw,,,,,iscgem,iscgem907054,2022-04-25T22:22:50.930Z,"108 km SW of Kirakira, Solomon Islands",earthquake,,25.4,0.53,,reviewed,iscgem,iscgem
1931-03-09T03:49:00.210Z,40.591,142.422,35,7.92,mw,,,,,iscgem,iscgem906664,2022-04-25T22:14:33.875Z,"78 km E of Hachinohe, Japan",earthquake,,11.5,0.54,,reviewed,iscgem,iscgem
1929-12-17T10:58:41.810Z,53.439,172.202,20,7.86,mw,,,,,iscgem,iscgem908419,2022-04-25T22:46:54.130Z,"93 km NW of Attu Station, Alaska",earthquake,,6.8,0.35,,reviewed,iscgem,iscgem
1929-03-07T01:34:42.430Z,50.906,-169.786,15,7.8,mw,,,,,iscgem,iscgem907930,2022-04-25T22:37:17.851Z,"234 km SSW of Nikolski, Alaska",earthquake,,3.8,0.4,,reviewed,iscgem,iscgem
1928-03-16T05:01:05.850Z,-22.36,170.395,10,7.56,mw,,,,,iscgem,iscgem908538,2022-05-09T22:48:53.988Z,"274 km ESE of Tadine, New Caledonia",earthquake,,13.2,0.37,,reviewed,iscgem,iscgem
1924-04-14T16:20:37.490Z,6.625,126.167,15,8.12,mw,,,,,iscgem,iscgem910911,2022-04-25T23:30:34.272Z,"6 km E of Tibanbang, Philippines",earthquake,,51.3,0.66,,reviewed,iscgem,iscgem
1923-09-02T02:46:41.720Z,34.985,139.928,15,7.85,mw,,,,,iscgem,iscgem911591,2022-04-25T23:37:49.332Z,"5 km E of Tateyama, Japan",earthquake,,13.4,0.33,,reviewed,iscgem,iscgem
1923-09-01T02:58:35.270Z,35.274,139.344,15,7.96,mw,,,,,iscgem,iscgem911526,2022-04-25T21:14:02.327Z,"5 km SSE of ?iso, Japan",earthquake,,62,0.3,,reviewed,iscgem,iscgem
1920-09-20T14:39:03.400Z,-19.982,168.478,25,8.09,mw,,,,,iscgem,iscgem912618,2022-04-25T23:48:25.897Z,"97 km WSW of Isangel, Vanuatu",earthquake,,12.7,0.41,,reviewed,iscgem,iscgem
1919-05-06T19:41:13.010Z,-4.806,153.859,35,8.15,mw,,,,,iscgem,iscgem912783,2022-04-25T23:51:47.226Z,"183 km ESE of Kokopo, Papua New Guinea",earthquake,,11.5,0.64,,reviewed,iscgem,iscgem
1919-05-03T00:52:03.320Z,40.655,145.626,15,7.71,mw,,,,,iscgem,iscgem912777,2022-05-09T22:48:45.816Z,"277 km SSE of Kushiro, Japan",earthquake,,12.9,0.43,,reviewed,iscgem,iscgem
1919-04-30T07:17:16.970Z,-18.322,-172.442,25,8.1,mw,,,,,iscgem,iscgem912773,2022-04-25T23:51:36.229Z,"166 km ENE of Neiafu, Tonga",earthquake,,14.5,0.3,,reviewed,iscgem,iscgem
1919-01-01T03:00:34.460Z,-19.318,-178.08,485,7.8,mw,,,,,iscgem,iscgem912700,2022-04-25T23:50:38.192Z,"Fiji region",earthquake,,25,0.4,,reviewed,iscgem,iscgem
1918-11-08T04:38:09.680Z,44.83,151.993,15,7.83,mw,,,,,iscgem,iscgem913336,2022-04-25T23:57:19.152Z,"east of the Kuril Islands",earthquake,,7.1,0.3,,reviewed,iscgem,iscgem
1918-09-07T17:16:27.110Z,44.998,152.32,15,8.1,mw,,,,,iscgem,iscgem913260,2022-04-25T23:56:52.651Z,"east of the Kuril Islands",earthquake,,25,0.3,,reviewed,iscgem,iscgem
1918-08-15T12:18:24.830Z,5.538,123.994,20,8.3,mw,,,,,iscgem,iscgem913230,2022-04-25T23:56:13.515Z,"75 km SSW of Malisbeng, Philippines",earthquake,,25,0.4,,reviewed,iscgem,iscgem
1918-07-03T06:52:08.120Z,-3.094,143.573,15,7.58,mw,,,,,iscgem,iscgem913192,2022-04-25T23:55:54.435Z,"50 km N of Wewak, Papua New Guinea",earthquake,,5.6,0.2,,reviewed,iscgem,iscgem
1917-06-26T05:49:44.390Z,-14.996,-173.27,15,8,mw,,,,,iscgem,iscgem913548,2022-04-25T23:59:12.746Z,"120 km NNE of Hihifo, Tonga",earthquake,,17.6,0.3,,reviewed,iscgem,iscgem
1916-01-13T08:20:47.050Z,-3.076,135.676,25,7.66,mw,,,,,iscgem,iscgem913750,2022-04-26T00:01:30.565Z,"36 km NNE of Nabire, Indonesia",earthquake,,25,0.36,,reviewed,iscgem,iscgem
1916-01-01T13:20:48.920Z,-4.756,152.626,35,7.96,mw,,,,,iscgem,iscgem913746,2022-04-26T00:01:25.319Z,"60 km SE of Kokopo, Papua New Guinea",earthquake,,15.6,0.38,,reviewed,iscgem,iscgem
1915-11-01T07:23:53.600Z,38.66,143.004,30,7.6,mw,,,,,iscgem,iscgem913949,2022-05-09T22:48:38.023Z,"119 km SE of Kamaishi, Japan",earthquake,,13.3,0.69,,reviewed,iscgem,iscgem
1915-05-01T05:00:10.260Z,48.392,155,30,7.83,mw,,,,,iscgem,iscgem913898,2022-04-26T00:03:58.342Z,"266 km SSW of Severo-Kuril’sk, Russia",earthquake,,14.5,0.3,,reviewed,iscgem,iscgem
1914-05-26T14:22:46.630Z,-1.98,136.944,15,8.15,mw,,,,,iscgem,iscgem913984,2022-04-26T00:06:50.128Z,"130 km SE of Biak, Indonesia",earthquake,,25,0.47,,reviewed,iscgem,iscgem
1913-08-06T22:14:36.950Z,-16.534,-73.738,25,7.73,mw,,,,,iscgem,iscgem914088,2022-04-26T00:09:38.063Z,"37 km SSW of Atico, Peru",earthquake,,13.3,0.25,,reviewed,iscgem,iscgem
1913-06-26T04:57:18.290Z,-20.68,-173.808,25,7.79,mw,,,,,iscgem,iscgem914078,2022-04-26T00:09:16.499Z,"111 km SSE of Pangai, Tonga",earthquake,,10.9,0.39,,reviewed,iscgem,iscgem
1913-03-14T08:45:05.370Z,5.544,125.891,15,7.88,mw,,,,,iscgem,iscgem914043,2022-04-26T00:08:12.063Z,"47 km ESE of Kalbay, Philippines",earthquake,,14.7,0.33,,reviewed,iscgem,iscgem
1912-09-29T20:51:23.750Z,7.301,136.855,15,7.64,mw,,,,,iscgem,iscgem16958211,2022-04-25T20:34:18.739Z,"245 km E of Melekeok Village, Palau",earthquake,,16.8,0.53,,reviewed,iscgem,iscgem
1911-12-16T19:14:27.110Z,16.932,-100.665,30,7.51,mw,,,,,iscgem,iscgem16958175,2022-04-25T20:33:42.878Z,"25 km S of Tetitlán, Mexico",earthquake,,11.2,0.3,,reviewed,iscgem,iscgem
1911-08-16T22:41:17.170Z,7.273,137.021,15,7.83,mw,,,,,iscgem,iscgem16958156,2022-04-25T20:33:12.203Z,"State of Yap, Federated States of Micronesia",earthquake,,16.8,0.53,,reviewed,iscgem,iscgem
1911-07-12T04:07:38.110Z,8.488,127.029,15,7.7,mw,,,,,iscgem,iscgem16958154,2022-04-25T20:33:10.784Z,"74 km ENE of Barcelona, Philippines",earthquake,,5,0.32,,reviewed,iscgem,iscgem
1911-06-15T14:25:58.280Z,29.141,128.803,150,7.9,mw,,,,,iscgem,iscgem16958149,2022-04-25T20:33:07.318Z,"108 km NW of Naze, Japan",earthquake,,25,0.4,,reviewed,iscgem,iscgem
1910-12-16T14:44:55.850Z,4.668,126.017,15,7.61,mw,,,,,iscgem,iscgem16958127,2022-04-25T20:32:15.623Z,"101 km SE of Sarangani, Philippines",earthquake,,43.9,0.2,,reviewed,iscgem,iscgem
1910-06-16T06:30:42.940Z,-19.601,169.547,100,7.84,mw,,,,,iscgem,iscgem16958089,2022-04-25T20:31:19.754Z,"28 km ESE of Isangel, Vanuatu",earthquake,,58,0.2,,reviewed,iscgem,iscgem
1910-04-12T00:22:24.800Z,25.967,124.304,235,8.1,mw,,,,,iscgem,iscgem16958079,2022-04-25T20:31:08.146Z,"163 km NW of Hirara, Japan",earthquake,,17.4,0.4,,reviewed,iscgem,iscgem
1909-07-30T10:51:51.970Z,16.463,-99.529,20,7.5,mw,,,,,iscgem,iscgem16958045,2022-04-25T20:30:11.296Z,"27 km SSE of San Andrés Playa Encantada (El Podrido), Mexico",earthquake,,10.5,0.4,,reviewed,iscgem,iscgem
1907-05-25T14:02:06.980Z,51.086,150.453,550,7.65,mw,,,,,iscgem,iscgem914265,2022-04-26T00:10:27.503Z,"Sea of Okhotsk",earthquake,,18.6,0.3,,reviewed,iscgem,iscgem
1907-04-18T20:59:53.520Z,14.39,122.72,15,7.52,mw,,,,,iscgem,iscgem16957953,2022-04-25T20:28:31.309Z,"7 km N of Luklukan, Philippines",earthquake,,25,0.56,,reviewed,iscgem,iscgem
1906-08-17T00:11:10.500Z,51.853,178.18,110,8.3,mw,,,,,iscgem,iscgem16957912,2022-04-25T20:27:09.982Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,34.5,0.2,,reviewed,iscgem,iscgem
1905-09-15T06:02:20.960Z,55.751,163.952,15,7.84,mw,,,,,iscgem,iscgem16957872,2022-04-25T20:24:19.950Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,12.1,0.46,,reviewed,iscgem,iscgem
1905-07-06T16:20:46.930Z,38.417,144.119,15,7.67,mw,,,,,iscgem,iscgem914292,2022-04-26T00:10:30.983Z,"217 km ESE of Kamaishi, Japan",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1905-02-14T08:46:34.490Z,51.89,-176.702,35,7.59,mw,,,,,iscgem,iscgem16957835,2022-04-25T20:23:11.557Z,"5 km WNW of Adak, Alaska",earthquake,,24.6,0.26,,reviewed,iscgem,iscgem
1904-06-25T21:00:38.720Z,52.763,160.277,30,7.7,mw,,,,,iscgem,iscgem16957819,2022-04-25T20:22:48.406Z,"115 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,,10.3,0.4,,reviewed,iscgem,iscgem
1904-06-25T14:45:39.140Z,51.424,161.638,15,7.5,mw,,,,,iscgem,iscgem16957820,2022-05-09T22:48:24.972Z,"274 km SE of Petropavlovsk-Kamchatsky, Russia",earthquake,,25,0.4,,reviewed,iscgem,iscgem
1900-10-09T12:25:00.000Z,57.09,-153.48,,7.86,mw,,,,,ushis,ushis391,2022-05-09T14:44:17.838Z,"16 km SW of Old Harbor, Alaska",earthquake,,,,,reviewed,ushis,pt
1898-06-29T18:36:00.000Z,52,172,,7.6,ms,,,,,ushis,ushis344,2021-09-03T23:38:37.606Z,"South of Attu Island, Alaska",earthquake,,,,,reviewed,ushis,abe
1868-04-03T02:30:00.000Z,19.2,-155.5,,7.9,mfa,,,,,official,official18680403023000000,2019-11-05T22:16:20.430Z,"The 1868 Great Ka`u Earthquake, Hawaii",earthquake,,,,,reviewed,official,official
