time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1944-12-07T04:35:45.790Z,33.73,136.2,15,8.1,mw,,,,,iscgem,iscgem899647,2022-04-26T19:09:06.671Z,"20 km E of Shing?, Japan",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem
1943-04-06T16:07:18.060Z,-31.262,-71.368,35,8.1,mw,,,,,iscgem,iscgem899789,2022-04-26T19:10:20.568Z,"45 km NNW of Illapel, Chile",earthquake,,19.5,0.4,,reviewed,iscgem,iscgem
1942-11-10T11:41:28.350Z,-49.885,30.465,10,8,mw,,,,,iscgem,iscgem900536,2022-04-26T19:22:12.354Z,"south of Africa",earthquake,,4.5,0.3,,reviewed,iscgem,iscgem
1942-08-24T22:50:31.200Z,-15.041,-75.025,30,8.1,mw,,,,,iscgem,iscgem900444,2022-04-26T19:20:18.139Z,"21 km NNE of Minas de Marcona, Peru",earthquake,,8,0.3,,reviewed,iscgem,iscgem
1941-11-18T16:46:32.400Z,32.129,131.944,35,8.02,mw,,,,,iscgem,iscgem901083,2022-04-26T19:31:42.432Z,"41 km E of Takanabe, Japan",earthquake,,7.8,0.58,,reviewed,iscgem,iscgem
1940-05-24T16:33:59.340Z,-11.217,-77.438,45,8.2,mw,,,,,iscgem,iscgem901374,2022-04-26T19:35:14.769Z,"21 km SE of Huacho, Peru",earthquake,,6,0.4,,reviewed,iscgem,iscgem
1939-12-21T21:00:45.010Z,-0.018,122.793,150,8.1,mw,,,,,iscgem,iscgem902275,2022-04-25T20:51:06.181Z,"68 km SSW of Gorontalo, Indonesia",earthquake,,33.6,0.4,,reviewed,iscgem,iscgem
1938-11-10T20:18:49.000Z,55.178,-158.181,35,8.23,mw,,,,,official,official19381110201849000_35,2022-04-25T21:01:10.765Z,"Alaska Peninsula",earthquake,,,,,reviewed,iscgem,official
1938-02-01T19:04:22.000Z,-5.045,131.614,25,8.5,mw,,,,,official,official19380201190422_30,2022-04-25T20:52:42.236Z,"141 km WNW of Tual, Indonesia",earthquake,,,,,automatic,iscgem,official
1934-01-15T08:43:25.820Z,27.275,86.941,15,8,mw,,,,,iscgem,iscgem904745,2022-04-25T21:41:08.852Z,"Nepal",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem
1933-03-02T17:31:00.000Z,39.209,144.59,15,8.4,mw,,,,,official,official19330302173100_30,2022-04-25T21:51:57.876Z,"1933 Sanriku (Sanriku-oki) Earthquake, Japan",earthquake,,,,,automatic,iscgem,official
1932-06-03T10:36:58.080Z,19.795,-103.931,35,8.1,mw,,,,,iscgem,iscgem906183,2022-04-25T22:05:10.769Z,"4 km ENE of Tonaya, Mexico",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem
1929-06-27T12:47:13.930Z,-55.373,-29.345,15,8.1,mw,,,,,iscgem,iscgem908171,2022-04-25T22:41:23.999Z,"South Sandwich Islands region",earthquake,,6.8,0.2,,reviewed,iscgem,iscgem
1924-04-14T16:20:37.490Z,6.625,126.167,15,8.12,mw,,,,,iscgem,iscgem910911,2022-04-25T23:30:34.272Z,"6 km E of Tibanbang, Philippines",earthquake,,51.3,0.66,,reviewed,iscgem,iscgem
1923-02-03T16:01:50.000Z,54.486,160.472,15,8.4,mw,,,,,official,official19230203160150_30,2022-04-25T23:34:36.060Z,"121 km ESE of Mil’kovo, Russia",earthquake,,,,,automatic,iscgem,official
1922-11-11T04:32:51.000Z,-28.293,-69.852,70,8.5,mw,,,,,official,official19221111043251_30,2022-04-25T23:42:28.127Z,"94 km ENE of Vallenar, Chile",earthquake,,,,,automatic,iscgem,official
1920-09-20T14:39:03.400Z,-19.982,168.478,25,8.09,mw,,,,,iscgem,iscgem912618,2022-04-25T23:48:25.897Z,"97 km WSW of Isangel, Vanuatu",earthquake,,12.7,0.41,,reviewed,iscgem,iscgem
1920-06-05T04:21:35.170Z,23.688,121.954,20,8.23,mw,,,,,iscgem,iscgem912519,2022-04-25T23:46:53.529Z,"47 km SE of Hualien City, Taiwan",earthquake,,9.8,0.33,,reviewed,iscgem,iscgem
1919-05-06T19:41:13.010Z,-4.806,153.859,35,8.15,mw,,,,,iscgem,iscgem912783,2022-04-25T23:51:47.226Z,"183 km ESE of Kokopo, Papua New Guinea",earthquake,,11.5,0.64,,reviewed,iscgem,iscgem
1919-04-30T07:17:16.970Z,-18.322,-172.442,25,8.1,mw,,,,,iscgem,iscgem912773,2022-04-25T23:51:36.229Z,"166 km ENE of Neiafu, Tonga",earthquake,,14.5,0.3,,reviewed,iscgem,iscgem
1918-12-04T11:47:51.310Z,-26.462,-70.65,40,8.01,mw,,,,,iscgem,iscgem913362,2022-04-25T23:57:50.315Z,"60 km W of Diego de Almagro, Chile",earthquake,,19.5,0.2,,reviewed,iscgem,iscgem
1918-09-07T17:16:27.110Z,44.998,152.32,15,8.1,mw,,,,,iscgem,iscgem913260,2022-04-25T23:56:52.651Z,"east of the Kuril Islands",earthquake,,25,0.3,,reviewed,iscgem,iscgem
1918-08-15T12:18:24.830Z,5.538,123.994,20,8.3,mw,,,,,iscgem,iscgem913230,2022-04-25T23:56:13.515Z,"75 km SSW of Malisbeng, Philippines",earthquake,,25,0.4,,reviewed,iscgem,iscgem
1917-06-26T05:49:44.390Z,-14.996,-173.27,15,8,mw,,,,,iscgem,iscgem913548,2022-04-25T23:59:12.746Z,"120 km NNE of Hihifo, Tonga",earthquake,,17.6,0.3,,reviewed,iscgem,iscgem
1917-05-01T18:26:20.360Z,-31.195,-176.653,15,8.2,mw,,,,,iscgem,iscgem913483,2022-04-25T23:58:26.605Z,"Kermadec Islands region",earthquake,,25,0.4,,reviewed,iscgem,iscgem
1914-05-26T14:22:46.630Z,-1.98,136.944,15,8.15,mw,,,,,iscgem,iscgem913984,2022-04-26T00:06:50.128Z,"130 km SE of Biak, Indonesia",earthquake,,25,0.47,,reviewed,iscgem,iscgem
1911-01-03T23:25:49.300Z,42.919,76.808,20,8.02,mw,,,,,iscgem,iscgem16958130,2022-10-20T00:26:49.931Z,"The 1911 Kemin Earthquake, Kyrgyzstan",earthquake,,5.5,0.2,,reviewed,iscgem,iscgem
1910-04-12T00:22:24.800Z,25.967,124.304,235,8.1,mw,,,,,iscgem,iscgem16958079,2022-04-25T20:31:08.146Z,"163 km NW of Hirara, Japan",earthquake,,17.4,0.4,,reviewed,iscgem,iscgem
1907-01-04T05:19:13.180Z,2.681,95.53,25,8.2,mw,,,,,iscgem,iscgem16957943,2022-04-25T20:28:19.516Z,"97 km WNW of Sinabang, Indonesia",earthquake,,2.5,0.3,,reviewed,iscgem,iscgem
1906-09-14T16:04:43.670Z,-6.252,147.216,35,8,mw,,,,,iscgem,iscgem16957920,2022-05-09T22:48:29.131Z,"57 km NNE of Lae, Papua New Guinea",earthquake,,50.1,0.4,,reviewed,iscgem,iscgem
1906-08-17T00:40:04.250Z,-32.4,-71.4,35,8.2,mw,,,,,iscgemsup,iscgemsup16957911,2022-05-09T15:11:58.830Z,"16 km WNW of La Ligua, Chile",earthquake,,11.1,0.2,,reviewed,iscgemsup,iscgemsup
1906-08-17T00:11:10.500Z,51.853,178.18,110,8.3,mw,,,,,iscgem,iscgem16957912,2022-04-25T20:27:09.982Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,34.5,0.2,,reviewed,iscgem,iscgem
1906-01-31T15:36:10.000Z,0.955,-79.369,20,8.8,mw,,,,,official,official19060131153610_30,2022-05-09T22:48:26.808Z,"1906 Ecuador-Colombia Earthquake",earthquake,,,,,reviewed,iscgem,official
1905-07-23T02:46:24.010Z,49.292,96.843,15,8.33,mw,,,,,iscgem,iscgem16957865,2022-04-25T20:24:16.627Z,"121 km WNW of Tosontsengel, Mongolia",earthquake,,25,0.2,,reviewed,iscgem,iscgem
